97 293 3	293	0	1 
2 1280 6 880 2190 1597 1 880 4170 1353 1 2667 4 2 2271 44 104 20 2287 2027 1 344 22 9 50 6 2 206 1625 21 8 1060 3	2667	0	11 
2 1280 6 880 2190 1597 1 880 4170 1353 1 2667 4 2 2271 44 104 20 2287 2027 1 344 22 9 50 6 2 206 1625 21 8 1060 3	2271	0	14 
2 1280 6 880 2190 1597 1 880 4170 1353 1 2667 4 2 2271 44 104 20 2287 2027 1 344 22 9 50 6 2 206 1625 21 8 1060 3	1625	0	28 
2 1280 6 880 2190 1597 1 880 4170 1353 1 2667 4 2 2271 44 104 20 2287 2027 1 344 22 9 50 6 2 206 1625 21 8 1060 3	2027	0	19 
12 83 1591 54 5 2 255 4 791 848 7 4437 18 1007 4 30 1979 20 2 181 4 12 353 2 293 30 4067 4 18 2 2998 319 3	181	2	19 
12 83 1591 54 5 2 255 4 791 848 7 4437 18 1007 4 30 1979 20 2 181 4 12 353 2 293 30 4067 4 18 2 2998 319 3	293	2	24 
16 1902 29 5 718 10 7 1095 4 2 3853 15 4319 1 411 1 351 13 24 215 6 1879 4 210 729 2412 49 16 542 10 17 3	1095	0	7 
16 1902 29 5 718 10 7 1095 4 2 3853 15 4319 1 411 1 351 13 24 215 6 1879 4 210 729 2412 49 16 542 10 17 3	3853 15 4319 1 411 1 351 13	0	10 11 12 13 14 15 16 17 
16 1902 29 5 718 10 7 1095 4 2 3853 15 4319 1 411 1 351 13 24 215 6 1879 4 210 729 2412 49 16 542 10 17 3	1879	0	21 
79 96 158 7 173 2560 4 7 398 3243 1 2 1653 9 1293 20 476 15 4 2 448 89 6 314 13 4 2 293 30 2127 97 36	1653	0	12 
79 96 158 7 173 2560 4 7 398 3243 1 2 1653 9 1293 20 476 15 4 2 448 89 6 314 13 4 2 293 30 2127 97 36	89	0	21 
79 96 158 7 173 2560 4 7 398 3243 1 2 1653 9 1293 20 476 15 4 2 448 89 6 314 13 4 2 293 30 2127 97 36	293	0	27 
2 204 30 45 166 316 5 143 1 37 17 30 453 6 1893 1 26 552 26 42 1950 4 12 194 62 293 1 2 292 1381 2 707 3	293	1	25 
17 9 369 48 640 26 7 698 96 26 7 892 1 20 93 7 219 1634 4 2 3131 158 2 3152 1 37 35 1779 1265 2 3657 1653 3	698	0	7 
17 9 369 48 640 26 7 698 96 26 7 892 1 20 93 7 219 1634 4 2 3131 158 2 3152 1 37 35 1779 1265 2 3657 1653 3	1634	2	17 
17 9 369 48 640 26 7 698 96 26 7 892 1 20 93 7 219 1634 4 2 3131 158 2 3152 1 37 35 1779 1265 2 3657 1653 3	3131	1	20 
17 9 369 48 640 26 7 698 96 26 7 892 1 20 93 7 219 1634 4 2 3131 158 2 3152 1 37 35 1779 1265 2 3657 1653 3	3152	1	23 
17 9 369 48 640 26 7 698 96 26 7 892 1 20 93 7 219 1634 4 2 3131 158 2 3152 1 37 35 1779 1265 2 3657 1653 3	1653	0	31 
2 2345 30 715 4 50 6 2 129 12 29 82 15 12 2763 2 1592 4402 37 8 72 125 118 17 3442 2 1879 6 2 1440 13 3	2345	0	1 
2 2345 30 715 4 50 6 2 129 12 29 82 15 12 2763 2 1592 4402 37 8 72 125 118 17 3442 2 1879 6 2 1440 13 3	1592	2	16 
2 2345 30 715 4 50 6 2 129 12 29 82 15 12 2763 2 1592 4402 37 8 72 125 118 17 3442 2 1879 6 2 1440 13 3	1879	1	26 
2 2345 30 715 4 50 6 2 129 12 29 82 15 12 2763 2 1592 4402 37 8 72 125 118 17 3442 2 1879 6 2 1440 13 3	1440	0	29 
49 16 165 33 1527 20 2 2181 1 16 81 2045 554 2040 103 4 27 247 5 601 1226 6 855 20 16 26 44 46 45 1206 492 775 3	2181	2	7 
2 2729 1956 9 796 37 136 45 1201 14 880 1 4 2 173 1932 46 45 176 3291 381 26 44 130 15 78 587 1128 6 1018 103 13 3	2729 1956	2	1 2 
2 2729 1956 9 796 37 136 45 1201 14 880 1 4 2 173 1932 46 45 176 3291 381 26 44 130 15 78 587 1128 6 1018 103 13 3	173 1932	2	14 15 
287 1 8 2 584 6 747 1 17 541 2 355 51 948 4 2 121 211 707 51 84 1674 10 7 802 460 3790 809 6 2 767 1735 3995 3	355	1	11 
287 1 8 2 584 6 747 1 17 541 2 355 51 948 4 2 121 211 707 51 84 1674 10 7 802 460 3790 809 6 2 767 1735 3995 3	707	0	18 
287 1 8 2 584 6 747 1 17 541 2 355 51 948 4 2 121 211 707 51 84 1674 10 7 802 460 3790 809 6 2 767 1735 3995 3	802 460	2	24 25 
289 33 84 105 8 2 142 85 134 81 3616 22 2551 7 398 1 37 2 293 30 2258 4 2412 2942 2 568 14 452 2165 417 25 648 2227 3	293	0	18 
289 33 84 105 8 2 142 85 134 81 3616 22 2551 7 398 1 37 2 293 30 2258 4 2412 2942 2 568 14 452 2165 417 25 648 2227 3	568	1	25 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	4359	2	1 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	2870	0	9 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	1932	0	24 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	915 6 2335	0	16 17 18 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	3272	1	21 
2 4359 9 7 398 3526 1 37 2 2870 87 880 1 719 7 354 915 6 2335 15 33 3272 13 39 1932 24 1099 2972 381 28 2 849 3	1099	0	26 
97 869 892 8 41 255 3225 6 1672 1165 988 16 165 98 1155 138 2047 3889 2644 25 3164 63 2941 1 31 1818 293 70 9 1939 23 1621 1165 3	3889 2644	1	17 18 
97 869 892 8 41 255 3225 6 1672 1165 988 16 165 98 1155 138 2047 3889 2644 25 3164 63 2941 1 31 1818 293 70 9 1939 23 1621 1165 3	1818 293	1	25 26 
17 21 2 498 892 10 1060 156 506 1 17 194 637 269 1 2902 1762 4 293 4 244 21 6 97 245 89 1155 4 1716 25 2 1029 698 34	269	0	13 
17 21 2 498 892 10 1060 156 506 1 17 194 637 269 1 2902 1762 4 293 4 244 21 6 97 245 89 1155 4 1716 25 2 1029 698 34	1762	0	16 
17 21 2 498 892 10 1060 156 506 1 17 194 637 269 1 2902 1762 4 293 4 244 21 6 97 245 89 1155 4 1716 25 2 1029 698 34	293	0	18 
17 21 2 498 892 10 1060 156 506 1 17 194 637 269 1 2902 1762 4 293 4 244 21 6 97 245 89 1155 4 1716 25 2 1029 698 34	698	1	32 
5 969 1 35 87 539 57 30 7 299 1090 718 4 393 5 550 1 65 2 3065 1017 5 274 101 18 62 792 321 65 2 618 30 671 3	3065	0	19 
5 969 1 35 87 539 57 30 7 299 1090 718 4 393 5 550 1 65 2 3065 1017 5 274 101 18 62 792 321 65 2 618 30 671 3	718	2	11 
5 969 1 35 87 539 57 30 7 299 1090 718 4 393 5 550 1 65 2 3065 1017 5 274 101 18 62 792 321 65 2 618 30 671 3	618	0	30 
12 93 791 7 540 1627 6 2690 3598 8 7 331 568 4 1955 1597 1 37 17 336 4024 206 96 109 1807 1346 2530 12 168 791 648 1932 25 3	2690 3598 8 7 331 568 4 1955 1597	0	7 8 9 10 11 12 13 14 15 
12 93 791 7 540 1627 6 2690 3598 8 7 331 568 4 1955 1597 1 37 17 336 4024 206 96 109 1807 1346 2530 12 168 791 648 1932 25 3	1627	0	5 
12 93 791 7 540 1627 6 2690 3598 8 7 331 568 4 1955 1597 1 37 17 336 4024 206 96 109 1807 1346 2530 12 168 791 648 1932 25 3	1932	1	31 
3642 427 502 64 7 2025 198 10 434 319 329 4 2 624 6 2259 9 52 637 3110 16 145 222 45 197 2 1004 10 7 1735 1055 8 1807 3	1055	0	30 
3642 427 502 64 7 2025 198 10 434 319 329 4 2 624 6 2259 9 52 637 3110 16 145 222 45 197 2 1004 10 7 1735 1055 8 1807 3	1004	0	26 
2 1972 6 2 280 30 2 4280 10 42 319 6 2712 12 702 28 50 6 2 293 2463 1 70 9 33 97 1394 2 662 30 968 66 358 3	4280	2	7 
2 1972 6 2 280 30 2 4280 10 42 319 6 2712 12 702 28 50 6 2 293 2463 1 70 9 33 97 1394 2 662 30 968 66 358 3	293 2463	1	19 20 
2 1972 6 2 280 30 2 4280 10 42 319 6 2712 12 702 28 50 6 2 293 2463 1 70 9 33 97 1394 2 662 30 968 66 358 3	662	2	28 
2 1972 6 2 280 30 2 4280 10 42 319 6 2712 12 702 28 50 6 2 293 2463 1 70 9 33 97 1394 2 662 30 968 66 358 3	2712	2	12 
39 12 43 193 9 66 85 3522 239 458 787 4 2 76 6 2 2020 3266 16 191 143 8 2 186 1 298 2 312 9 76 6 2 129 3	3266	0	17 
39 12 43 193 9 66 85 3522 239 458 787 4 2 76 6 2 2020 3266 16 191 143 8 2 186 1 298 2 312 9 76 6 2 129 3	312	0	27 
12 259 42 1734 2250 2 465 2526 1040 1518 14 57 40 27 7 618 12 43 1228 25 23 681 4 33 29 5 412 20 2 1443 4071 1814 89 3	618	1	15 
12 259 42 1734 2250 2 465 2526 1040 1518 14 57 40 27 7 618 12 43 1228 25 23 681 4 33 29 5 412 20 2 1443 4071 1814 89 3	1443 4071 1814	1	29 30 31 
44 87 320 5 2528 69 8 25 185 113 12 373 2 280 157 42 1552 10 7 594 280 2055 4 539 69 44 311 1328 101 114 10 2 1815 3	2055	1	21 
181 119 27 1423 37 881 22 9 7 204 14 2481 2 1489 6 173 201 15 2 1030 1 233 1 4486 3436 1 10 50 13 8 2 892 304 3	181	2	0 
181 119 27 1423 37 881 22 9 7 204 14 2481 2 1489 6 173 201 15 2 1030 1 233 1 4486 3436 1 10 50 13 8 2 892 304 3	3436	0	24 
65 47 21 33 303 1872 3836 1625 8 2 296 2057 1792 31 2324 3149 3128 3121 1 47 21 1454 2 3315 15 7 975 2755 13 4 1650 18 3163 3	3836 1625	0	6 7 
65 47 21 33 303 1872 3836 1625 8 2 296 2057 1792 31 2324 3149 3128 3121 1 47 21 1454 2 3315 15 7 975 2755 13 4 1650 18 3163 3	3128 3121	0	16 17 
2 293 43 77 2998 37 2 4347 3843 2395 1102 9 2 1258 293 10 7 97 221 4 44 2766 2 293 5 91 293 2634 31 293 16 46 45 64 3	293	0	1 14 23 26 29 
2 293 43 77 2998 37 2 4347 3843 2395 1102 9 2 1258 293 10 7 97 221 4 44 2766 2 293 5 91 293 2634 31 293 16 46 45 64 3	221	0	18 
2 293 43 77 2998 37 2 4347 3843 2395 1102 9 2 1258 293 10 7 97 221 4 44 2766 2 293 5 91 293 2634 31 293 16 46 45 64 3	293	0	1 14 23 26 29 
2 293 43 77 2998 37 2 4347 3843 2395 1102 9 2 1258 293 10 7 97 221 4 44 2766 2 293 5 91 293 2634 31 293 16 46 45 64 3	293	1	1 14 23 26 29 
2 293 43 77 2998 37 2 4347 3843 2395 1102 9 2 1258 293 10 7 97 221 4 44 2766 2 293 5 91 293 2634 31 293 16 46 45 64 3	293	2	1 14 23 26 29 
12 29 84 7 2782 821 6 1274 2667 8 2 606 1062 1 4 164 12 46 423 61 293 51 1291 2689 8 312 1 12 29 84 3208 5 27 3934 3	293	2	20 
12 29 84 7 2782 821 6 1274 2667 8 2 606 1062 1 4 164 12 46 423 61 293 51 1291 2689 8 312 1 12 29 84 3208 5 27 3934 3	312	2	25 
395 18 7 106 120 2901 3305 1 20 907 1477 58 2 1704 1 4 12 83 52 1151 22 30 2 204 17 904 814 1246 1 127 17 30 52 121 36	204	0	23 
395 18 7 106 120 2901 3305 1 20 907 1477 58 2 1704 1 4 12 83 52 1151 22 30 2 204 17 904 814 1246 1 127 17 30 52 121 36	2901	1	5 
395 18 7 106 120 2901 3305 1 20 907 1477 58 2 1704 1 4 12 83 52 1151 22 30 2 204 17 904 814 1246 1 127 17 30 52 121 36	907	1	9 
12 168 84 5 22 892 48 96 7 2001 252 4 65 12 128 2909 10 3512 1 1903 1714 1168 31 1811 2467 18 1443 1 22 9 2 204 5 139 3	3512	0	17 
12 168 84 5 22 892 48 96 7 2001 252 4 65 12 128 2909 10 3512 1 1903 1714 1168 31 1811 2467 18 1443 1 22 9 2 204 5 139 3	1903 1714 1168	0	19 20 21 
12 168 84 5 22 892 48 96 7 2001 252 4 65 12 128 2909 10 3512 1 1903 1714 1168 31 1811 2467 18 1443 1 22 9 2 204 5 139 3	1811 2467 18 1443	0	23 24 25 26 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	1813	1	7 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	2694 6 907	1	10 11 12 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	2491 1059 1899	1	14 15 16 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	4234 2398	1	18 19 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	888 3508	1	29 30 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	888 3782	1	3 4 
1602 28 2 888 3782 1 2 1813 1235 41 2694 6 907 265 2491 1059 1899 1 4234 2398 1 466 2804 4144 15 2491 2693 13 1 888 3508 1 619 3	466 2804 4144 15 2491 2693 13	1	21 22 23 24 25 26 27 
3264 9 7 121 204 5 2084 98 3479 65 16 141 76 145 2258 293 18 2 645 159 16 191 730 29 1255 1987 2 673 6 293 16 77 10 405 1240 3	293	0	15 29 
3264 9 7 121 204 5 2084 98 3479 65 16 141 76 145 2258 293 18 2 645 159 16 191 730 29 1255 1987 2 673 6 293 16 77 10 405 1240 3	293	0	15 29 
2 29 108 358 243 2610 5 394 2965 1081 52 14 153 42 1021 107 458 4 2 293 30 1555 1 49 12 238 952 7 1627 17 238 27 2 4026 4464 3	2610	0	5 
2 29 108 358 243 2610 5 394 2965 1081 52 14 153 42 1021 107 458 4 2 293 30 1555 1 49 12 238 952 7 1627 17 238 27 2 4026 4464 3	293	0	19 
2 29 108 358 243 2610 5 394 2965 1081 52 14 153 42 1021 107 458 4 2 293 30 1555 1 49 12 238 952 7 1627 17 238 27 2 4026 4464 3	4026 4464	0	33 34 
2 29 108 358 243 2610 5 394 2965 1081 52 14 153 42 1021 107 458 4 2 293 30 1555 1 49 12 238 952 7 1627 17 238 27 2 4026 4464 3	1627	0	28 
26 35 87 1245 1155 2 3818 293 2 745 2824 5 3920 7 613 6 56 1053 10 1171 59 2 668 2377 10 3609 4 1655 5 88 80 1242 100 2377 87 3	293	2	7 
26 35 87 1245 1155 2 3818 293 2 745 2824 5 3920 7 613 6 56 1053 10 1171 59 2 668 2377 10 3609 4 1655 5 88 80 1242 100 2377 87 3	1053	2	17 
26 35 87 1245 1155 2 3818 293 2 745 2824 5 3920 7 613 6 56 1053 10 1171 59 2 668 2377 10 3609 4 1655 5 88 80 1242 100 2377 87 3	2377 10 3609	2	23 24 25 
26 35 87 1245 1155 2 3818 293 2 745 2824 5 3920 7 613 6 56 1053 10 1171 59 2 668 2377 10 3609 4 1655 5 88 80 1242 100 2377 87 3	2377	1	23 33 
26 35 87 1245 1155 2 3818 293 2 745 2824 5 3920 7 613 6 56 1053 10 1171 59 2 668 2377 10 3609 4 1655 5 88 80 1242 100 2377 87 3	745	2	9 
2 214 136 77 7 173 1812 25 252 1 37 17 67 153 69 147 5 2131 1469 5 42 448 770 1 4 26 12 118 1 12 194 7 3629 6 4181 3	4181	1	34 
17 21 1648 296 1 2042 5 2 2725 4029 2214 58 18 2946 716 1 52 57 21 48 2669 20 2 293 96 16 311 959 15 1501 1 2248 880 13 3	293	0	23 
35 119 45 1119 62 1466 26 35 87 2830 2888 23 3122 4 2746 1221 101 5 273 4 3654 14 35 165 510 166 135 68 159 656 1 35 67 999 169 3	3122	2	12 
35 119 45 1119 62 1466 26 35 87 2830 2888 23 3122 4 2746 1221 101 5 273 4 3654 14 35 165 510 166 135 68 159 656 1 35 67 999 169 3	2746	2	14 
2 181 9 2106 159 2 142 68 12 30 57 15 4 12 46 532 2 142 68 13 35 87 539 14 44 625 62 618 52 35 73 29 5 550 3	181	2	1 
2 181 9 2106 159 2 142 68 12 30 57 15 4 12 46 532 2 142 68 13 35 87 539 14 44 625 62 618 52 35 73 29 5 550 3	618	2	27 
78 1 2 3065 373 69 212 5 483 101 10 526 4 1156 80 90 2318 14 42 1866 1265 86 1002 19 2129 1 37 7 1000 464 4 936 266 5 46 34	3065	0	3 
49 2 4163 9 5 2144 1589 4 863 1 1278 504 733 117 6 592 4366 4 7 2412 2693 1188 2128 20 33 52 880 3835 541 5 27 7 559 3222 530 3	2412 2693 1188	2	19 20 21 
49 2 4163 9 5 2144 1589 4 863 1 1278 504 733 117 6 592 4366 4 7 2412 2693 1188 2128 20 33 52 880 3835 541 5 27 7 559 3222 530 3	1278	1	10 
49 2 4163 9 5 2144 1589 4 863 1 1278 504 733 117 6 592 4366 4 7 2412 2693 1188 2128 20 33 52 880 3835 541 5 27 7 559 3222 530 3	3835	2	27 
2 4384 2427 14 12 1548 30 26 1606 26 258 4 1602 28 2 2442 2232 3027 14 12 1548 8 17 1 44 3389 634 69 20 50 762 6 2442 2080 2156 3	4384 2427	2	1 2 
2 4384 2427 14 12 1548 30 26 1606 26 258 4 1602 28 2 2442 2232 3027 14 12 1548 8 17 1 44 3389 634 69 20 50 762 6 2442 2080 2156 3	2232 3027	2	16 17 
2 4384 2427 14 12 1548 30 26 1606 26 258 4 1602 28 2 2442 2232 3027 14 12 1548 8 17 1 44 3389 634 69 20 50 762 6 2442 2080 2156 3	2156	2	34 
2 181 9 1063 1 49 33 2 109 2317 8 2 144 1 2 293 9 121 1 4 2 569 1 164 33 645 1 660 45 268 32 2342 59 6 1116 3	181	0	1 
2 181 9 1063 1 49 33 2 109 2317 8 2 144 1 2 293 9 121 1 4 2 569 1 164 33 645 1 660 45 268 32 2342 59 6 1116 3	293	0	15 
2 204 9 264 4 2277 4 16 81 288 7 173 2560 1 37 2 181 9 715 4 17 21 121 10 361 59 1 7 1735 310 1 31 7 342 3803 3	181	0	16 
2 204 9 264 4 2277 4 16 81 288 7 173 2560 1 37 2 181 9 715 4 17 21 121 10 361 59 1 7 1735 310 1 31 7 342 3803 3	204	2	1 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	1546	0	4 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	744	0	8 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	913	0	15 30 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	913	2	15 30 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	221 537	0	18 19 
12 82 7 2323 1546 1 4 62 744 2261 101 1214 7 107 354 913 8 62 221 537 1 609 6 1441 101 5 753 7 2187 1993 913 14 30 45 26 97 3	1993	1	29 
2 293 9 1672 25 129 1 4 2 3124 1 114 1 17 21 7 622 6 1022 1 76 81 823 17 5 27 7 858 266 1 12 353 17 30 67 2050 3	293	1	1 
1230 1 22 9 2 129 39 16 43 873 8 590 19 26 428 277 1 2 2412 2693 408 2032 24 2 129 19 29 138 6 100 1 4 16 168 1262 131 3	2412 2693 408 2032	0	18 19 20 21 
22 9 2 129 1139 204 8 3092 63 1 12 713 14 28 2 3152 1 113 289 1643 293 15 318 2345 20 3727 2547 13 4 1762 18 2 698 142 780 3	3152	1	15 
22 9 2 129 1139 204 8 3092 63 1 12 713 14 28 2 3152 1 113 289 1643 293 15 318 2345 20 3727 2547 13 4 1762 18 2 698 142 780 3	293	0	20 
22 9 2 129 1139 204 8 3092 63 1 12 713 14 28 2 3152 1 113 289 1643 293 15 318 2345 20 3727 2547 13 4 1762 18 2 698 142 780 3	1762	0	29 
22 9 2 129 1139 204 8 3092 63 1 12 713 14 28 2 3152 1 113 289 1643 293 15 318 2345 20 3727 2547 13 4 1762 18 2 698 142 780 3	2345 20 3727 2547	0	23 24 25 26 
22 9 2 129 1139 204 8 3092 63 1 12 713 14 28 2 3152 1 113 289 1643 293 15 318 2345 20 3727 2547 13 4 1762 18 2 698 142 780 3	698	1	32 
97 1 127 983 1 17 21 48 293 1 37 368 127 2729 1956 9 1373 5 27 1282 2300 52 16 43 318 59 48 1932 4 1282 52 14 172 1627 9 645 3	2729 1956	2	13 14 
97 1 127 983 1 17 21 48 293 1 37 368 127 2729 1956 9 1373 5 27 1282 2300 52 16 43 318 59 48 1932 4 1282 52 14 172 1627 9 645 3	293	0	8 
97 1 127 983 1 17 21 48 293 1 37 368 127 2729 1956 9 1373 5 27 1282 2300 52 16 43 318 59 48 1932 4 1282 52 14 172 1627 9 645 3	2300	2	20 
97 1 127 983 1 17 21 48 293 1 37 368 127 2729 1956 9 1373 5 27 1282 2300 52 16 43 318 59 48 1932 4 1282 52 14 172 1627 9 645 3	1932	1	27 
97 1 127 983 1 17 21 48 293 1 37 368 127 2729 1956 9 1373 5 27 1282 2300 52 16 43 318 59 48 1932 4 1282 52 14 172 1627 9 645 3	1627	1	33 
2 907 9 880 4 172 762 9 2625 5 2440 4 2721 23 2 2615 1813 15 611 20 7 173 880 3640 4 2449 1597 37 78 672 20 76 888 1277 13 3	907	0	1 
2 907 9 880 4 172 762 9 2625 5 2440 4 2721 23 2 2615 1813 15 611 20 7 173 880 3640 4 2449 1597 37 78 672 20 76 888 1277 13 3	2615 1813	0	15 16 
2 907 9 880 4 172 762 9 2625 5 2440 4 2721 23 2 2615 1813 15 611 20 7 173 880 3640 4 2449 1597 37 78 672 20 76 888 1277 13 3	3640	0	23 
2 907 9 880 4 172 762 9 2625 5 2440 4 2721 23 2 2615 1813 15 611 20 7 173 880 3640 4 2449 1597 37 78 672 20 76 888 1277 13 3	2449 1597	0	25 26 
2 907 9 880 4 172 762 9 2625 5 2440 4 2721 23 2 2615 1813 15 611 20 7 173 880 3640 4 2449 1597 37 78 672 20 76 888 1277 13 3	888 1277	0	32 33 
12 2683 607 22 275 803 3963 116 2930 227 65 12 30 20 116 361 8 590 28 2462 158 961 2615 1963 1 35 999 25 2 2615 698 5 27 1469 5 2 508 3	2615	1	22 29 
12 2683 607 22 275 803 3963 116 2930 227 65 12 30 20 116 361 8 590 28 2462 158 961 2615 1963 1 35 999 25 2 2615 698 5 27 1469 5 2 508 3	2615 698	1	29 30 
7 1805 2762 1358 5 7 1470 507 137 57 24 235 1470 271 3246 2871 1 7 121 586 6 1823 15 2964 6 2005 1 2612 13 4 7 264 1619 1248 3539 3456 3	2762	2	2 
7 1805 2762 1358 5 7 1470 507 137 57 24 235 1470 271 3246 2871 1 7 121 586 6 1823 15 2964 6 2005 1 2612 13 4 7 264 1619 1248 3539 3456 3	507	2	7 
7 1805 2762 1358 5 7 1470 507 137 57 24 235 1470 271 3246 2871 1 7 121 586 6 1823 15 2964 6 2005 1 2612 13 4 7 264 1619 1248 3539 3456 3	2871	2	15 
7 1805 2762 1358 5 7 1470 507 137 57 24 235 1470 271 3246 2871 1 7 121 586 6 1823 15 2964 6 2005 1 2612 13 4 7 264 1619 1248 3539 3456 3	1619	2	32 
7 1805 2762 1358 5 7 1470 507 137 57 24 235 1470 271 3246 2871 1 7 121 586 6 1823 15 2964 6 2005 1 2612 13 4 7 264 1619 1248 3539 3456 3	3456	1	35 
164 22 9 45 1874 892 2420 1 2 1813 51 468 54 156 5 41 230 2181 20 76 145 1616 4 2258 1932 14 24 2515 1006 229 158 1030 31 178 230 892 4326 3	1813	0	9 
164 22 9 45 1874 892 2420 1 2 1813 51 468 54 156 5 41 230 2181 20 76 145 1616 4 2258 1932 14 24 2515 1006 229 158 1030 31 178 230 892 4326 3	1932	0	24 
164 22 9 45 1874 892 2420 1 2 1813 51 468 54 156 5 41 230 2181 20 76 145 1616 4 2258 1932 14 24 2515 1006 229 158 1030 31 178 230 892 4326 3	2181	1	17 
164 22 9 45 1874 892 2420 1 2 1813 51 468 54 156 5 41 230 2181 20 76 145 1616 4 2258 1932 14 24 2515 1006 229 158 1030 31 178 230 892 4326 3	1006	0	28 
2 1599 1625 30 3526 4 2 1010 1088 2626 15 631 4485 13 1625 35 82 30 3484 20 3418 568 8 2 768 15 240 303 17 3526 13 4 4465 2 666 3	1599 1625	2	1 2 
2 1599 1625 30 3526 4 2 1010 1088 2626 15 631 4485 13 1625 35 82 30 3484 20 3418 568 8 2 768 15 240 303 17 3526 13 4 4465 2 666 3	3418 568	1	20 21 
2 1599 1625 30 3526 4 2 1010 1088 2626 15 631 4485 13 1625 35 82 30 3484 20 3418 568 8 2 768 15 240 303 17 3526 13 4 4465 2 666 3	1088 2626 15 631 4485 13 1625	0	8 9 10 11 12 13 14 
2 181 9 7 398 1176 1 37 4009 124 5 42 134 975 58 8 3474 1 1439 137 201 24 33 2621 4 65 16 1228 169 10 1055 2 618 9 1561 39 280 3	181	2	1 
2 181 9 7 398 1176 1 37 4009 124 5 42 134 975 58 8 3474 1 1439 137 201 24 33 2621 4 65 16 1228 169 10 1055 2 618 9 1561 39 280 3	1055	1	30 
2 181 9 7 398 1176 1 37 4009 124 5 42 134 975 58 8 3474 1 1439 137 201 24 33 2621 4 65 16 1228 169 10 1055 2 618 9 1561 39 280 3	618	0	32 
35 596 5 27 1019 15 70 450 570 41 787 13 1 4 110 87 2663 8 7 174 935 255 8 2 124 1 131 298 2 666 6 2 297 30 2326 1605 3	297	1	32 
35 596 5 27 1019 15 70 450 570 41 787 13 1 4 110 87 2663 8 7 174 935 255 8 2 124 1 131 298 2 666 6 2 297 30 2326 1605 3	255	2	21 
164 2716 9 911 33 2417 8 3143 1 4 462 51 2 129 1970 6 91 1006 892 12 29 84 5 8 54 376 186 1 2 293 30 33 55 12 82 2318 10 3	293	2	29 
164 2716 9 911 33 2417 8 3143 1 4 462 51 2 129 1970 6 91 1006 892 12 29 84 5 8 54 376 186 1 2 293 30 33 55 12 82 2318 10 3	3143	0	7 
164 2716 9 911 33 2417 8 3143 1 4 462 51 2 129 1970 6 91 1006 892 12 29 84 5 8 54 376 186 1 2 293 30 33 55 12 82 2318 10 3	1970	0	14 
44 24 33 1052 8 2 360 4 40 249 16 2 933 357 177 52 23 2 68 2 442 310 2032 177 16 40 33 93 2372 3990 22 204 1 37 78 418 2768 36	204	2	31 
104 2002 37 959 5 27 2330 3255 446 26 2 1309 598 30 289 1936 2177 1167 71 1459 20 7 2055 127 44 462 82 7 244 6 812 2731 158 52 484 5 68 985 3	1309 598	2	11 12 
