711 337 36	337	0	1 
2528 78 3348 1 7 301 1322 5 1236 39 32 682 424 425 19 465 1 2247 1 178 899 98 50 301 52 14 16 43 507 2 542 2791 10 32 803 1 223 1 2650 1 4 91 79 368 379 8 32 160 14 57 81 27 3	3348	0	2 
2528 78 3348 1 7 301 1322 5 1236 39 32 682 424 425 19 465 1 2247 1 178 899 98 50 301 52 14 16 43 507 2 542 2791 10 32 803 1 223 1 2650 1 4 91 79 368 379 8 32 160 14 57 81 27 3	301	0	5 23 
2528 78 3348 1 7 301 1322 5 1236 39 32 682 424 425 19 465 1 2247 1 178 899 98 50 301 52 14 16 43 507 2 542 2791 10 32 803 1 223 1 2650 1 4 91 79 368 379 8 32 160 14 57 81 27 3	301	0	5 23 
17 433 59 23 2621 3221 5 1000 65 17 30 2782 8 15 3367 108 2 943 1860 73 189 1 10 513 1 2357 1975 117 1 2782 8 1 33 2210 3170 13 1 2233 69 5 3098 17 4 1905 17 124 8 438 267 5 77 17 5 1000 3	2210	2	33 
17 433 59 23 2621 3221 5 1000 65 17 30 2782 8 15 3367 108 2 943 1860 73 189 1 10 513 1 2357 1975 117 1 2782 8 1 33 2210 3170 13 1 2233 69 5 3098 17 4 1905 17 124 8 438 267 5 77 17 5 1000 3	1000	2	7 53 
17 433 59 23 2621 3221 5 1000 65 17 30 2782 8 15 3367 108 2 943 1860 73 189 1 10 513 1 2357 1975 117 1 2782 8 1 33 2210 3170 13 1 2233 69 5 3098 17 4 1905 17 124 8 438 267 5 77 17 5 1000 3	1000	1	7 53 
44 900 175 67 26 444 26 2249 46 1 4 2 93 608 44 46 45 77 2443 1 9 127 72 50 378 2443 10 88 1 44 171 33 215 8 91 125 1 44 24 1370 1 345 1043 1809 991 739 10 7 1162 1 44 46 45 1580 3	1809 991 739 10 7 1162	2	43 44 45 46 47 48 
12 46 45 29 1416 1246 58 473 15 131 65 12 29 1246 2039 2238 13 1 12 46 45 29 5 772 152 485 10 7 2619 5 300 1 4 129 6 39 12 43 391 39 2 276 1524 351 12 141 5 115 39 25 338 242 2771 69 175 3	1246 58 473	0	5 6 7 
12 46 45 29 1416 1246 58 473 15 131 65 12 29 1246 2039 2238 13 1 12 46 45 29 5 772 152 485 10 7 2619 5 300 1 4 129 6 39 12 43 391 39 2 276 1524 351 12 141 5 115 39 25 338 242 2771 69 175 3	276 1524 351	0	41 42 43 
12 46 45 29 1416 1246 58 473 15 131 65 12 29 1246 2039 2238 13 1 12 46 45 29 5 772 152 485 10 7 2619 5 300 1 4 129 6 39 12 43 391 39 2 276 1524 351 12 141 5 115 39 25 338 242 2771 69 175 3	1246 2039	1	13 14 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	2172	1	1 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	2931 1375	1	6 7 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	789	0	11 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	2438	0	14 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	1631 3064 1154	0	19 20 21 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	1395 2178	1	30 31 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	2140	0	16 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	115	0	28 
19 2172 15 2431 13 1 2931 1375 1 226 3188 789 19 1530 2438 74 2140 3537 19 1631 3064 1154 9 740 1 4 357 5 115 2447 1395 2178 19 1184 53 3518 18 2634 1 58 5 1579 15 10 69 13 18 1316 19 107 1496 19 12 119 139 18 4 18 3	1184	0	33 
14 509 328 30 67 2133 35 889 17 8 4 113 44 582 101 14 35 82 5 521 66 2522 5 1276 17 35 87 64 35 40 67 23 7 1685 1599 70 73 27 125 1974 37 44 2100 5 591 2 1227 124 344 35 971 2 66 2522 4 17 30 1294 3	1599	0	34 
25 94 17 871 114 10 7 534 31 52 110 2 198 495 1333 4 12 591 17 8 5 2379 76 2077 4 249 621 531 12 110 826 42 1227 124 93 5 1425 14 17 173 51 2 187 409 52 92 12 29 5 591 17 124 254 5 77 17 1294 254 3	198 495	2	12 13 
561 4 17 51 592 4 675 37 99 7 1206 3386 52 113 53 7 534 31 52 65 16 139 5 321 17 17 1990 10 7 325 578 70 2015 219 20 2 508 4 131 113 1959 2028 17 2109 268 16 115 17 25 39 12 115 2 243 592 3394 70 540 96 3	592 3394	0	54 55 
113 125 172 123 267 1696 2 283 8 10 2073 15 999 190 30 1241 1 4 242 2 1227 12 82 72 451 5 2 330 1 4 1007 72 125 6 1831 17 5 143 59 65 12 288 415 5 102 42 508 254 13 1 17 734 2311 2 2275 113 67 108 85 134 3	999 190	2	12 13 
12 203 17 124 4 42 2141 2140 4 2141 2438 87 3232 59 2138 12 2259 2 2335 1 15 522 16 22 30 42 471 6 1120 20 42 2973 71 30 2595 13 37 12 2031 2139 17 4 73 3533 29 5 2285 2 508 5 27 348 5 115 42 1927 4 2438 2138 44 435 59 3	2141 2140	2	6 7 
12 203 17 124 4 42 2141 2140 4 2141 2438 87 3232 59 2138 12 2259 2 2335 1 15 522 16 22 30 42 471 6 1120 20 42 2973 71 30 2595 13 37 12 2031 2139 17 4 73 3533 29 5 2285 2 508 5 27 348 5 115 42 1927 4 2438 2138 44 435 59 3	2141 2438	2	9 10 
12 203 17 124 4 42 2141 2140 4 2141 2438 87 3232 59 2138 12 2259 2 2335 1 15 522 16 22 30 42 471 6 1120 20 42 2973 71 30 2595 13 37 12 2031 2139 17 4 73 3533 29 5 2285 2 508 5 27 348 5 115 42 1927 4 2438 2138 44 435 59 3	1927	2	55 
12 203 17 124 4 42 2141 2140 4 2141 2438 87 3232 59 2138 12 2259 2 2335 1 15 522 16 22 30 42 471 6 1120 20 42 2973 71 30 2595 13 37 12 2031 2139 17 4 73 3533 29 5 2285 2 508 5 27 348 5 115 42 1927 4 2438 2138 44 435 59 3	2438	2	10 57 
12 73 45 280 7 3109 2524 20 22 1 522 1 37 49 16 597 5 391 1428 371 1 401 1 1292 1 300 7 178 1 1083 5 224 28 7 759 3493 224 545 1 4 87 259 10 7 992 1685 354 1127 2801 5 46 14 39 8 1 12 336 992 1022 1723 22 59 3	1428 371	1	18 19 
35 29 82 1412 598 20 1620 1 156 26 1736 1059 649 67 3011 4 51 5 27 3184 4 110 3498 1 330 1500 67 3011 4 16 1104 995 16 87 352 18 1 78 1 2 187 473 786 51 1540 18 22 508 209 35 203 17 4 51 84 812 504 1621 267 1 2 187 786 3	1620	2	6 
35 29 82 1412 598 20 1620 1 156 26 1736 1059 649 67 3011 4 51 5 27 3184 4 110 3498 1 330 1500 67 3011 4 16 1104 995 16 87 352 18 1 78 1 2 187 473 786 51 1540 18 22 508 209 35 203 17 4 51 84 812 504 1621 267 1 2 187 786 3	1736 1059 649	2	10 11 12 
35 29 82 1412 598 20 1620 1 156 26 1736 1059 649 67 3011 4 51 5 27 3184 4 110 3498 1 330 1500 67 3011 4 16 1104 995 16 87 352 18 1 78 1 2 187 473 786 51 1540 18 22 508 209 35 203 17 4 51 84 812 504 1621 267 1 2 187 786 3	330 1500	2	24 25 
35 29 82 1412 598 20 1620 1 156 26 1736 1059 649 67 3011 4 51 5 27 3184 4 110 3498 1 330 1500 67 3011 4 16 1104 995 16 87 352 18 1 78 1 2 187 473 786 51 1540 18 22 508 209 35 203 17 4 51 84 812 504 1621 267 1 2 187 786 3	473 786	2	41 42 
35 29 82 1412 598 20 1620 1 156 26 1736 1059 649 67 3011 4 51 5 27 3184 4 110 3498 1 330 1500 67 3011 4 16 1104 995 16 87 352 18 1 78 1 2 187 473 786 51 1540 18 22 508 209 35 203 17 4 51 84 812 504 1621 267 1 2 187 786 3	786	2	42 62 
261 1 2 1417 59 6 1528 2076 9 1084 1 37 14 130 33 3227 468 28 2 453 14 100 1493 391 64 1177 79 18 2 1474 1 4 65 12 1413 8 39 2 272 8 14 12 2421 18 2464 2124 4 2 623 2366 5 3512 42 3097 2249 1 17 504 493 59 53 131 2800 3	2076	2	7 
261 1 2 1417 59 6 1528 2076 9 1084 1 37 14 130 33 3227 468 28 2 453 14 100 1493 391 64 1177 79 18 2 1474 1 4 65 12 1413 8 39 2 272 8 14 12 2421 18 2464 2124 4 2 623 2366 5 3512 42 3097 2249 1 17 504 493 59 53 131 2800 3	391	0	23 
608 192 38 17 21 127 65 16 271 17 1 16 111 94 283 14 16 40 33 1104 91 487 10 14 1227 1 2 232 40 605 2 187 10 2 199 132 1 4 131 49 845 136 2382 5 326 1154 1 32 1227 487 40 93 1098 3080 117 1 1701 922 2374 70 1098 48 95 1126 117 3	487	0	21 49 
608 192 38 17 21 127 65 16 271 17 1 16 111 94 283 14 16 40 33 1104 91 487 10 14 1227 1 2 232 40 605 2 187 10 2 199 132 1 4 131 49 845 136 2382 5 326 1154 1 32 1227 487 40 93 1098 3080 117 1 1701 922 2374 70 1098 48 95 1126 117 3	232	0	27 
608 192 38 17 21 127 65 16 271 17 1 16 111 94 283 14 16 40 33 1104 91 487 10 14 1227 1 2 232 40 605 2 187 10 2 199 132 1 4 131 49 845 136 2382 5 326 1154 1 32 1227 487 40 93 1098 3080 117 1 1701 922 2374 70 1098 48 95 1126 117 3	487	0	21 49 
52 110 16 81 27 1433 5 77 3214 5 414 71 2475 14 99 72 96 4 44 40 268 16 591 17 124 1 37 6 339 16 24 556 7 795 6 88 1137 17 59 5 102 55 51 1041 1 4 44 442 16 14 17 30 33 18 61 347 1 110 16 24 1706 1435 10 2 1032 15 2 232 6 7 54 50 13 3	232	2	67 
2379 730 225 40 2804 630 20 32 598 23 1721 3455 16 28 50 363 5 208 1 4 12 83 33 2453 16 1 12 411 257 385 6 2 120 4 16 200 77 414 599 28 208 363 530 5 77 16 5 442 88 32 160 359 39 108 254 1 209 44 104 17 589 64 44 46 45 29 32 395 284 6 32 1113 154 8 501 6 88 3	2379 730 225	2	0 1 2 
191 359 505 1 209 12 328 52 123 598 20 42 1227 197 209 12 1045 17 28 120 50 1 12 118 45 587 10 7 54 1227 31 7 2235 6 55 12 521 10 7 3387 1227 1 37 67 41 1589 6 42 1227 1660 10 208 132 1 44 157 7 220 630 6 59 14 4 113 52 123 1113 4 2077 53 61 306 4 225 1 44 734 869 8 3	1660	1	49 
8 477 42 508 2732 58 1657 4 73 45 266 18 113 3454 7 473 786 1 12 82 5 29 42 1228 3003 4 650 450 18 17 1 281 42 193 2497 4 3500 609 14 87 93 8 586 1124 4 438 79 210 1 65 22 786 30 1410 10 76 608 12 30 1665 5 1253 124 2 1437 4 450 5 41 1087 352 1025 127 65 2 786 30 1410 17 2114 42 395 3	1228	2	23 
8 477 42 508 2732 58 1657 4 73 45 266 18 113 3454 7 473 786 1 12 82 5 29 42 1228 3003 4 650 450 18 17 1 281 42 193 2497 4 3500 609 14 87 93 8 586 1124 4 438 79 210 1 65 22 786 30 1410 10 76 608 12 30 1665 5 1253 124 2 1437 4 450 5 41 1087 352 1025 127 65 2 786 30 1410 17 2114 42 395 3	1437	2	64 
8 477 42 508 2732 58 1657 4 73 45 266 18 113 3454 7 473 786 1 12 82 5 29 42 1228 3003 4 650 450 18 17 1 281 42 193 2497 4 3500 609 14 87 93 8 586 1124 4 438 79 210 1 65 22 786 30 1410 10 76 608 12 30 1665 5 1253 124 2 1437 4 450 5 41 1087 352 1025 127 65 2 786 30 1410 17 2114 42 395 3	473 786	1	15 16 
849 470 3	470	0	1 
96 232 3	232	0	1 
845 299 773 3	845 299	1	0 1 
121 2160 172 3	2160	0	1 
999 30 489 172 3	999	0	0 
644 2 730 190 2108 3	730 190 2108	1	2 3 4 
2 789 626 121 1148 3	789	0	1 
2 789 626 121 1148 3	1148	0	4 
110 2 341 562 1333 60	341 562	2	2 3 
12 140 2 3144 3225 3	3144 3225	0	3 4 
589 481 9 802 323 3	589 481	2	0 1 
12 78 1247 2 866 789 3	866 789	0	4 5 
17 2196 126 758 7 1520 3	126	2	2 
107 96 337 4 114 157 3	337	0	2 
85 355 531 1 2 943 435 3	943	2	5 
33 5 1293 17 51 1286 2754 3	2754	2	6 
107 699 1613 58 4 1704 175 3	1613 58	0	2 3 
107 699 1613 58 4 1704 175 3	1704 175	0	5 6 
17 30 1275 4 357 5 2455 3	2455	0	6 
12 82 5 521 10 2 839 36	839	2	6 
511 125 1 2 1767 9 3150 3	1767	2	4 
37 12 680 7 1227 10 193 115 3	193 115	1	6 7 
789 9 859 1 943 160 9 96 3	789	0	0 
789 9 859 1 943 160 9 96 3	943 160	0	4 5 
6 339 42 1660 1184 59 199 534 3	1660	1	3 
2060 585 367 10 22 480 6 508 3	2060	2	0 
30 107 135 758 2 232 12 971 3	232	0	5 
12 140 2 1218 198 4 2 3183 351 3	1218 198	0	3 4 
12 140 2 1218 198 4 2 3183 351 3	3183 351	0	7 8 
2 789 9 1391 4 2 1767 9 388 60	789	0	1 
2 789 9 1391 4 2 1767 9 388 60	1767	0	6 
727 2 789 131 722 246 18 22 508 3	789	2	2 
338 321 1 2 912 1173 9 2665 1764 3	912 1173	2	4 5 
12 30 1652 5 115 2000 4 30 2350 3	2000	0	5 
2 3248 883 9 1115 1 2578 4 488 3	3248 883	0	1 2 
42 529 608 5 1688 30 2 3141 301 3	3141 301	0	7 8 
12 387 2 232 30 121 10 2 2212 3	232	0	3 
12 387 2 232 30 121 10 2 2212 3	2212	0	8 
22 67 1529 313 17 21 341 562 1750 36	341 562	2	6 7 
2 301 448 20 2 508 4 540 2116 3	301	0	1 
44 889 59 7 1401 1030 1515 63 2334 3	1401 1030 1515 63 2334	1	4 5 6 7 8 
943 9 33 3317 5 7 732 160 943 3	943	2	0 8 
943 9 33 3317 5 7 732 160 943 3	943	2	0 8 
140 22 1227 849 232 10 55 16 77 36	232	0	4 
33 172 135 2357 2245 3170 351 5 1065 3	351	0	6 
35 2743 4 239 2 129 232 25 3426 3	232	0	6 
1744 172 279 5 27 6 91 241 115 3	1744	2	0 
12 140 2 383 1 1767 1 2 1463 3	383	0	3 
12 140 2 383 1 1767 1 2 1463 3	1767	0	5 
12 140 2 383 1 1767 1 2 1463 3	1463	0	8 
1377 1 845 21 337 51 1272 5 1794 3	337	2	4 
22 508 30 52 1923 5 1181 4 1176 3	1181	2	6 
22 508 30 52 1923 5 1181 4 1176 3	1176	2	8 
2 770 9 1600 4 12 83 48 95 1981 3	770	0	1 
33 5 1293 1 2 943 160 9 1155 711 3	943 160	0	5 6 
7 3340 355 531 1 44 326 42 341 562 3	341 562	2	8 9 
44 202 17 119 27 2 2697 254 1 37 1913	2697	2	6 
92 2 789 9 177 2624 1 2624 1 2624 3	789	2	2 
19 508 2633 1640 4 943 160 2408 107 894 3	943 160	2	5 6 
17 21 78 1639 357 5 115 2 1218 198 3	1218 198	0	8 9 
12 83 1816 17 4 2 337 17 628 9 121 36	337	0	6 
1323 589 9 45 1036 26 1900 26 17 130 27 3	1323 589	2	0 1 
7 534 531 1 35 3010 2 1608 15 1620 13 3	1608 15 1620 13	2	7 8 9 10 
12 46 45 636 192 93 473 231 1989 9 773 3	473 231 1989	2	6 7 8 
22 845 3286 16 2139 2 3212 146 6 2 330 3	330	1	10 
182 505 18 1864 37 16 77 55 16 521 10 3	1864	2	3 
12 118 33 29 5 294 2 275 316 25 39 3	275 316	1	7 8 
107 1774 65 16 541 4 2 943 160 9 767 34	943 160	0	7 8 
17 9 361 4 2 943 142 7 107 191 68 3	943	0	5 
2 3064 9 1160 1875 1 70 9 2 93 2999 3	3064	2	1 
2 789 9 388 1 347 238 2536 24 443 96 3	789	0	1 
82 76 1318 1043 7 298 14 17 73 846 8 3	298	2	5 
508 51 84 25 190 1386 48 95 8 42 874 3	190 1386	2	4 5 
2417 789 1 121 943 160 1 4 1284 6 954 3	789	0	1 
2417 789 1 121 943 160 1 4 1284 6 954 3	943 160	0	4 5 
2417 789 1 121 943 160 1 4 1284 6 954 3	954	0	10 
12 1045 7 2573 10 42 578 1937 4 17 540 121 637	2573	1	3 
12 1045 7 2573 10 42 578 1937 4 17 540 121 637	578 1937	0	6 7 
7 1162 9 107 357 5 115 4 17 618 378 775 3	115	0	6 
2 93 283 12 73 326 53 17 9 2 1599 1702 3	1599 1702	2	10 11 
2 1211 409 9 14 2 564 82 72 1467 8 17 3	1467	2	9 
92 3259 9 1324 1 29 5 772 10 7 54 50 3	3259	2	1 
2 1971 5 2 1608 29 84 1668 2856 1 37 2923 3	1608	0	4 
233 45 3010 20 668 1608 855 127 6 2459 1339 1437 3	668 1608 855	2	4 5 6 
233 45 3010 20 668 1608 855 127 6 2459 1339 1437 3	2459 1339 1437	2	9 10 11 
2 94 3255 12 2390 18 30 7 188 10 42 286 3	3255	1	2 
17 131 51 7 121 2140 1 4 2508 540 107 114 3	2140	0	5 
17 131 51 7 121 2140 1 4 2508 540 107 114 3	2508	0	8 
12 2377 1066 17 162 1100 80 2163 17 9 5 115 3	115	2	11 
10 76 1891 1101 2 508 136 45 3405 2 1203 198 3	1203 198	2	10 11 
12 140 42 845 1 17 9 820 4 357 5 115 3	115	0	11 
2 789 9 107 367 4 1461 664 20 711 1148 4 1356 3	789	0	1 
2 789 9 107 367 4 1461 664 20 711 1148 4 1356 3	1148	0	10 
2 789 9 107 367 4 1461 664 20 711 1148 4 1356 3	1356	0	12 
12 64 80 2 1162 1608 9 52 583 4 357 5 115 3	1162 1608	0	4 5 
12 64 80 2 1162 1608 9 52 583 4 357 5 115 3	115	0	12 
2528 7 863 8 831 20 375 858 19 10 178 4 1141 3	863 8 831	0	2 3 4 
4 313 5 630 20 2 229 51 84 7 131 1370 2358 3	229	2	6 
10 158 14 299 53 1602 22 283 136 45 147 104 91 60	1602	0	5 
109 450 9 717 20 22 824 11 770 1 1282 1 774 3	770	0	8 
109 450 9 717 20 22 824 11 770 1 1282 1 774 3	1282	0	10 
109 450 9 717 20 22 824 11 770 1 1282 1 774 3	774	0	12 
65 17 219 68 10 1660 190 5 2379 16 46 45 676 3	1660 190 5 2379	1	5 6 7 8 
2 220 789 949 16 5 579 1033 751 1 609 4 1436 36	789	0	2 
12 140 2 383 6 2 508 209 12 280 346 18 17 3	383	0	3 
12 140 2 383 6 2 508 209 12 280 346 18 17 3	346	1	10 
169 53 250 134 240 1 12 415 14 2 337 51 1019 3	337	2	10 
12 119 45 462 80 191 2 943 2585 18 7 457 1000 3	943	0	7 
12 119 45 462 80 191 2 943 2585 18 7 457 1000 3	1000	0	12 
138 13 1227 173 118 33 126 1 510 789 342 7 260 34	126	2	6 
2 789 653 3430 4 2723 107 894 4 17 21 107 2714 3	789	2	1 
2 850 9 1925 1391 1 135 2729 95 42 3077 4 107 2417 3	850	0	1 
2 1335 2494 165 847 588 5 2 1767 163 2677 124 95 1523 3	1335	2	1 
2 1335 2494 165 847 588 5 2 1767 163 2677 124 95 1523 3	1767	2	8 
12 245 115 7 1776 341 1761 5 545 379 794 25 39 267 3	341 1761	1	5 6 
886 2916 5 2 347 1 52 72 2044 1937 680 1 121 907 36	886	0	0 
886 2916 5 2 347 1 52 72 2044 1937 680 1 121 907 36	2044 1937	1	8 9 
886 2916 5 2 347 1 52 72 2044 1937 680 1 121 907 36	907	0	13 
473 9 78 602 3240 18 99 890 4 9 2817 5 123 2158 3	473	2	0 
2 482 1326 789 9 107 367 1 37 2 508 9 107 361 3	482 1326 789	2	1 2 3 
2 946 1937 9 717 19 254 1 17 21 7 241 946 1937 3	946 1937	0	1 2 12 13 
2 946 1937 9 717 19 254 1 17 21 7 241 946 1937 3	946 1937	0	1 2 12 13 
12 29 1620 1 52 12 83 1665 5 1271 4 2884 76 739 3	1620	2	2 
12 29 1620 1 52 12 83 1665 5 1271 4 2884 76 739 3	739	2	13 
12 29 1620 1 52 12 83 1665 5 1271 4 2884 76 739 3	1271	2	9 
12 29 1620 1 52 12 83 1665 5 1271 4 2884 76 739 3	2884	2	11 
17 9 699 3061 58 1 2895 175 1 4 1008 20 2 330 3	1008 20 2 330	0	10 11 12 13 
17 9 699 3061 58 1 2895 175 1 4 1008 20 2 330 3	3061 58	0	3 4 
17 9 699 3061 58 1 2895 175 1 4 1008 20 2 330 3	2895 175	0	6 7 
1438 57 9 7 1470 2719 1 227 20 2 728 6 2111 2144 3	2111 2144	2	12 13 
2 974 9 2 2379 82 7 258 48 906 4 341 562 553 3	906	0	9 
2 974 9 2 2379 82 7 258 48 906 4 341 562 553 3	341 562 553	0	11 12 13 
17 21 2078 107 1611 4 540 107 114 154 59 6 2 564 3	2078	0	2 
17 21 2078 107 1611 4 540 107 114 154 59 6 2 564 3	540	0	6 
17 9 52 583 5 115 1 12 115 17 48 95 42 1550 3	115	0	5 8 
17 9 2740 4 33 8 1175 1009 17 9 7 1947 48 2897 1174 3	1174	0	14 
337 850 12 140 1388 1 1 17 21 2 93 508 74 1717 35 40 271 3	337 850	0	0 1 
17 30 783 357 5 207 58 4 9 147 357 5 77 166 5 3	207 58	0	5 6 
17 21 52 388 5 185 25 4 2 1702 24 357 5 394 20 3	1702	0	9 
17 21 52 388 5 185 25 4 2 1702 24 357 5 394 20 3	185	0	5 
12 83 1721 530 5 2884 739 1 813 1777 1 4 1883 2667 794 3	739	1	6 
37 79 95 14 12 83 2370 304 23 39 2 470 22 1227 533 3	470	0	11 
17 51 67 372 1864 5 391 2568 4 372 906 5 2292 42 426 3	1864	0	4 
17 51 67 372 1864 5 391 2568 4 372 906 5 2292 42 426 3	906	0	10 
2 943 160 585 5 27 107 96 1 4 29 82 72 604 20 17 3	943 160	0	1 2 
17 30 1241 1 2099 58 1 4 78 82 1339 1750 113 93 85 355 36	1339	2	10 
13 12 78 851 2 946 1937 4 1197 17 5 79 3026 8 2 545 3	946 1937	1	5 6 
12 771 2 1052 119 27 2810 4 2 1599 2015 900 113 93 7 534 3	1052	2	3 
12 771 2 1052 119 27 2810 4 2 1599 2015 900 113 93 7 534 3	1599	2	9 
10 2 33 52 96 1 12 203 2 627 789 19 70 9 107 2721 3	627 789	2	9 10 
12 73 64 5 29 1052 1956 602 95 2 2240 14 9 18 2 501 3	1052 1956	2	5 6 
261 17 51 2 50 946 1702 37 14 30 2 129 907 6 2 508 3	50 946 1702	0	4 5 6 
2 3272 24 279 372 5 27 107 1685 354 792 1921 6 148 4 575 3	575	0	15 
12 133 14 49 17 9 2 2697 254 52 596 14 44 130 1518 17 3	2697	2	7 
140 2 1434 1 859 739 15 281 3237 13 1 4 147 692 1546 1099 3	1434	0	2 
140 2 1434 1 859 739 15 281 3237 13 1 4 147 692 1546 1099 3	739	0	5 
140 2 1434 1 859 739 15 281 3237 13 1 4 147 692 1546 1099 3	3237	0	8 
140 2 1434 1 859 739 15 281 3237 13 1 4 147 692 1546 1099 3	1546 1099	0	14 15 
2 3265 9 7 121 301 1 17 697 107 96 609 20 2 2141 831 3	3265	0	1 
2 3265 9 7 121 301 1 17 697 107 96 609 20 2 2141 831 3	301	0	5 
2 3265 9 7 121 301 1 17 697 107 96 609 20 2 2141 831 3	2141 831	0	14 15 
8 2 94 2954 6 2615 22 508 99 3347 1333 70 82 5 27 1750 3	3347	2	9 
12 67 490 2 1324 2861 98 2 845 545 4 44 869 69 54 832 3	2861	0	5 
16 233 45 131 77 7 1422 481 70 9 192 12 1045 5 1037 20 3	1422 481	2	6 7 
17 21 64 320 3440 1 37 49 16 43 185 467 17 1 17 21 121 36	320 3440	2	3 4 
49 7 315 319 2981 15 70 9 1385 13 1 99 147 357 5 834 1928 3	834 1928	0	15 16 
12 78 1494 371 1312 21 2357 1312 2391 3170 20 2 2357 72 1988 3170 2411 3	371 1312 21 2357 1312 2391 3170	1	3 4 5 6 7 8 9 
44 1501 479 599 156 26 1356 1 1505 1 2044 198 1 1434 481 1 672 3	1356	2	6 
44 1501 479 599 156 26 1356 1 1505 1 2044 198 1 1434 481 1 672 3	1505	2	8 
44 1501 479 599 156 26 1356 1 1505 1 2044 198 1 1434 481 1 672 3	2044 198	2	10 11 
44 1501 479 599 156 26 1356 1 1505 1 2044 198 1 1434 481 1 672 3	1434 481	2	13 14 
12 923 1623 2 824 28 1388 4 119 33 636 2 3148 588 5 56 2246 3	3148	2	12 
2 739 24 3418 5 115 4 24 820 5 412 22 508 540 64 7 2006 3	739	0	1 
2 739 24 3418 5 115 4 24 820 5 412 22 508 540 64 7 2006 3	115	0	5 
17 51 106 1395 2178 1 75 2069 906 481 1375 4 41 2069 906 269 1834 3	1395 2178	1	3 4 
17 51 106 1395 2178 1 75 2069 906 481 1375 4 41 2069 906 269 1834 3	2069 906 481 1375	1	7 8 9 10 
17 51 106 1395 2178 1 75 2069 906 481 1375 4 41 2069 906 269 1834 3	2069 906 269 1834	1	13 14 15 16 
612 12 46 462 14 473 1218 198 81 27 5 1915 10 76 6 2 598 3	473 1218 198	2	5 6 7 
2 789 9 1391 4 664 1 2 1218 198 9 1115 4 1132 5 7 2702 3	789	0	1 
2 789 9 1391 4 664 1 2 1218 198 9 1115 4 1132 5 7 2702 3	1218 198	0	8 9 
12 174 1487 22 3399 10 370 110 116 355 1 410 2 1599 1063 51 1711 3	1599 1063	2	13 14 
55 12 336 64 9 10 2 1227 5 391 114 242 313 5 810 760 906 3	906	2	16 
55 12 336 64 9 10 2 1227 5 391 114 242 313 5 810 760 906 3	391	1	9 
12 82 7 1395 1390 37 1 12 233 45 115 17 127 17 9 33 1734 3	1395 1390	2	3 4 
357 5 1181 1 43 27 606 1363 1 43 27 2437 58 5 2361 1 2966 3	1181	0	2 
121 487 1 699 999 19 508 540 26 49 769 54 1 72 598 1 107 1692	999	0	4 
121 487 1 699 999 19 508 540 26 49 769 54 1 72 598 1 107 1692	487	0	1 
42 1227 544 1296 66 3164 4 1035 113 93 3406 1 3445 4 3516 6 115 3	544	2	2 
17 9 699 4 12 29 33 82 7 409 20 330 1008 31 91 79 598 3	330 1008	0	11 12 
35 2409 2 906 5 445 3202 8 292 5 155 1204 6 2 3326 797 8 770 3	906	1	3 
35 2409 2 906 5 445 3202 8 292 5 155 1204 6 2 3326 797 8 770 3	770	0	17 
